id,uid,date,home_id,home_uid,home_location,home_name,home_color,home_alternate_color,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_color,away_alternate_color,away_is_active,away_conference_id,away_score,away_winner,game_id,season,venue_address_city,venue_address_state
401311269,s:40~l:54~e:401311269~c:401311269,2021-04-04T22:00Z,24,s:40~l:54~t:24,Stanford,Cardinal,8c1515,ffffff,21,54,TRUE,12,s:40~l:54~t:12,Arizona,Wildcats,0c234b,ab0520,TRUE,21,53,FALSE,401311269,2021,"San Antonio",TX
401311268,s:40~l:54~e:401311268~c:401311268,2021-04-03T01:30Z,41,s:40~l:54~t:41,UConn,Huskies,0c2340,f1f2f3,4,59,FALSE,12,s:40~l:54~t:12,Arizona,Wildcats,0c234b,ab0520,TRUE,21,69,TRUE,401311268,2021,"San Antonio",TX
401311267,s:40~l:54~e:401311267~c:401311267,2021-04-02T22:00Z,24,s:40~l:54~t:24,Stanford,Cardinal,8c1515,ffffff,21,66,TRUE,2579,s:40~l:54~t:2579,"South Carolina",Gamecocks,73000a,ffffff,TRUE,23,65,FALSE,401311267,2021,"San Antonio",TX
401311237,s:40~l:54~e:401311237~c:401311237,2021-03-31T01:00Z,24,s:40~l:54~t:24,Stanford,Cardinal,8c1515,ffffff,21,78,TRUE,97,s:40~l:54~t:97,Louisville,Cardinals,c9001f,000000,TRUE,2,63,FALSE,401311237,2021,"San Antonio",TX
401311266,s:40~l:54~e:401311266~c:401311266,2021-03-30T23:00Z,2579,s:40~l:54~t:2579,"South Carolina",Gamecocks,73000a,ffffff,23,62,TRUE,251,s:40~l:54~t:251,Texas,Longhorns,c15d26,ffffff,TRUE,8,34,FALSE,401311266,2021,"San Antonio",TX
401311251,s:40~l:54~e:401311251~c:401311251,2021-03-30T01:00Z,12,s:40~l:54~t:12,Arizona,Wildcats,0c234b,ab0520,21,66,TRUE,84,s:40~l:54~t:84,Indiana,Hoosiers,990000,edebeb,TRUE,7,53,FALSE,401311251,2021,"San Antonio",TX
401311222,s:40~l:54~e:401311222~c:401311222,2021-03-29T23:00Z,41,s:40~l:54~t:41,UConn,Huskies,0c2340,f1f2f3,4,69,TRUE,239,s:40~l:54~t:239,Baylor,Bears,154734,ffb81c,TRUE,8,67,FALSE,401311222,2021,"San Antonio",TX
401311221,s:40~l:54~e:401311221~c:401311221,2021-03-29T01:00Z,120,s:40~l:54~t:120,Maryland,Terrapins,D5002B,ffcd00,7,61,FALSE,251,s:40~l:54~t:251,Texas,Longhorns,c15d26,ffffff,TRUE,8,64,TRUE,401311221,2021,"San Antonio",TX
401311250,s:40~l:54~e:401311250~c:401311250,2021-03-28T23:00Z,97,s:40~l:54~t:97,Louisville,Cardinals,c9001f,000000,2,60,TRUE,2483,s:40~l:54~t:2483,Oregon,Ducks,044520,fee123,TRUE,21,42,FALSE,401311250,2021,"San Antonio",TX
401311265,s:40~l:54~e:401311265~c:401311265,2021-03-28T19:00Z,24,s:40~l:54~t:24,Stanford,Cardinal,8c1515,ffffff,21,89,TRUE,2623,s:40~l:54~t:2623,"Missouri State","Lady Bears",5F0000,e8e8e8,TRUE,18,62,FALSE,401311265,2021,"San Antonio",TX
401312242,s:40~l:54~e:401312242~c:401312242,2021-03-28T18:00Z,145,s:40~l:54~t:145,"Ole Miss",Rebels,001148,00205b,23,58,FALSE,242,s:40~l:54~t:242,Rice,Owls,d1d5d8,003d7d,TRUE,11,71,TRUE,401312242,2021,Collierville,TN
401311236,s:40~l:54~e:401311236~c:401311236,2021-03-28T17:00Z,2579,s:40~l:54~t:2579,"South Carolina",Gamecocks,73000a,ffffff,23,76,TRUE,59,s:40~l:54~t:59,"Georgia Tech","Yellow Jackets",00223e,002c56,TRUE,2,65,FALSE,401311236,2021,"San Antonio",TX
401311220,s:40~l:54~e:401311220~c:401311220,2021-03-28T00:00Z,245,s:40~l:54~t:245,"Texas A&M",Aggies,5C0025,ffffff,23,59,FALSE,12,s:40~l:54~t:12,Arizona,Wildcats,0c234b,ab0520,TRUE,21,74,TRUE,401311220,2021,"San Antonio",TX
401311264,s:40~l:54~e:401311264~c:401311264,2021-03-27T22:00Z,152,s:40~l:54~t:152,"NC State",Wolfpack,EF1216,231f20,2,70,FALSE,84,s:40~l:54~t:84,Indiana,Hoosiers,990000,edebeb,TRUE,7,73,TRUE,401311264,2021,"San Antonio",TX
401311235,s:40~l:54~e:401311235~c:401311235,2021-03-27T19:00Z,239,s:40~l:54~t:239,Baylor,Bears,154734,ffb81c,8,78,TRUE,130,s:40~l:54~t:130,Michigan,Wolverines,00274c,ffcb05,TRUE,7,75,FALSE,401311235,2021,"San Antonio",TX
401311249,s:40~l:54~e:401311249~c:401311249,2021-03-27T17:00Z,41,s:40~l:54~t:41,UConn,Huskies,0c2340,f1f2f3,4,92,TRUE,2294,s:40~l:54~t:2294,Iowa,Hawkeyes,000000,fcd116,TRUE,7,72,FALSE,401311249,2021,"San Antonio",TX
